URL;datetime;heading;text;newssite
https://news.rthk.hk/rthk/en/component/k2/1674465-20221106.htm;2022-11-06 17:49:00; Hong Kong adds just under 5,000 Covid cases All Local Greater China World News Finance Sport;" Officials say 13 more people infected with Covid have died. Image: Shutterstock Health authorities on Sunday announced that they have logged 4,988 new Covid 19 infections. 

Among the additional cases, 395 involved travellers arriving from outside Hong Kong. 

The daily total had dropped from the 5,111 reported the day before. 

Officials also recorded the deaths of 13 more people who tested positive for the coronavirus.

______________________________

USEFUL LINKS
General Covid 19 situation: https://www.coronavirus.gov.hk/eng/
Community Clinics for Covid 19 patients: https://bit.ly/3EiiczC
RAT reporting platform: https://www.chp.gov.hk/ratp/
Vaccination programme: https://www.covidvaccine.gov.hk/sen/
Vaccination pass scheme:https://www.coronavirus.gov.hk/eng/vaccine pass.html 
Hotline for Covid positive patients: 1836 115";Radio Television Hong Kong
https://news.rthk.hk/rthk/en/component/k2/1674458-20221106.htm;2022-11-06 16:50:00; Labour union calls for a 6 percent pay rise All Local Greater China World News Finance Sport;" Labour union calls for a 6 percent pay rise A labour union has called for a 6 percent pay rise for the coming year, after it published a survey on Sunday, indicating that over half of Hong Kong's employees had their pay frozen last year, and ten percent had their salaries cut.

The Federation of Hong Kong and Kowloon Labour Unions interviewed over 11,000 employees in different sectors between August and October, and found that only about 30 percent of those polled had a pay rise in the previous year. 

The union said this was mainly due to the Covid 19 situation in the SAR. 

The union's chairman, Lam Chun sing, said many workers want a pay rise of 4 to 6 percent next year, as economic activities have gradually resumed in Hong Kong.

For some of the industries, for example, the catering industry was under difficult times, especially in the fifth wave of pandemic. Now, the social distancing measures are relaxed and also we have dine in services at night, so they may have a higher expectation on salary increase in the next year, Lam said.

He called for a pay rise of at least six percent for employees in the coming year.

Earlier, sources said a government appointed committee had proposed raising the statutory minimum wage by 6.7 percent to HK$40 per hour, which might come into force next May. 

Lam said employees welcomed the decision, but the government should note that the current minimum wage of HK$37.5 per hour was set in 2019.

This means some of the grassroot workers [have not had] a salary increase for more than three years... If the inflation rate increases by a higher level, the government should review the minimum wage level immediately, instead of every two years, he told RTHK.

We hope that the government can review the minimum wage level annually so that it can catch up with the inflation rate and also to protect the grassroot workers.";Radio Television Hong Kong
https://news.rthk.hk/rthk/en/component/k2/1674446-20221106.htm;2022-11-06 13:14:00; HK will host another financial summit in 2023: FS All Local Greater China World News Finance Sport;" Paul Chan says summit participants had been able to experience the SAR's unique advantages and extensive opportunities as an international financial hub. File photo: RTHK Financial Secretary Paul Chan on Sunday said the Global Financial Leaders' Investment Summit which ended on Thursday, showcased to the world that Hong Kong is opening up and returning to normal.

Writing on his blog, Chan noted that participants told him they had been able to experience the SAR's unique advantages and extensive opportunities as an international financial hub. 

He said they were also looking forward to the Rugby Sevens tournament, which wraps up on Sunday, adding that the atmosphere was excellent during the first two days of the event.

The financial chief added the SAR will host another financial summit next year. 

Meanwhile, Chan pointed out that the outlook for the local economy in 2022 would not be optimistic, as the SAR saw its GDP shrink by 4.5 percent from a year ago in the third quarter.

But he played down concerns by saying that if the Covid 19 situation was under control, and with external events to be resumed, the economy would gradually strengthen.";Radio Television Hong Kong
https://news.rthk.hk/rthk/en/component/k2/1674438-20221106.htm;2022-11-06 12:48:00; 2019 unrest shows lack of legal awareness: SJ All Local Greater China World News Finance Sport;" 2019 unrest shows lack of legal awareness: SJ The Secretary for Justice on Sunday said the social unrest in 2019 showed a lack of awareness to abide by the law and a lack of understanding about the legal system, calling it a harsh lesson to learn.

Speaking on a Commercial Radio programme, Paul Lam said people being tried and punished for breaking the law in 2019 highlighted the importance of promoting the rule of law.

We are not trying to brainwash people, and paper over the cracks, and tell fake stories. We are trying to explain how legal provisions are applied in actual circumstances to people in ways easy to understand, he said.

Lam said the Basic Law and the National Security Law safeguard human rights and freedoms, adding he is confident that most people would be reassured after learning more about the legislation.

The minister said the administration is hosting the Legal Week event from Monday to promote the rule of law, and underline the city's status as an international legal hub.

He said some 20 guests coming to Hong Kong, including senior officials from Southeast Asian countries and international legal organisation representatives, will be exempt from anti epidemic rules so that they could attend luncheon forums and dinners.

Lam also said that authorities are working full steam ahead to prepare for the legislation of Article 23 – but added that there was no 'deadline' for the task. 

He said he wanted to ensure the law could tackle risks facing the SAR now and in the foreseeable future.";Radio Television Hong Kong
https://news.rthk.hk/rthk/en/component/k2/1674436-20221106.htm;2022-11-06 11:51:00; 'Boost private dental sector to ease manpower woes' All Local Greater China World News Finance Sport;" The Hong Kong Dental Association says the fastest way to solve a manpower shortage is to introduce a public private partnership model. File photo: AFP The vice president of the Hong Kong Dental Association, Spencer Chan, described the proposal of bringing in non local dentists as only an interim measure to tackle a manpower crisis in the dental sector, and said improving private dental services would be more effective.

Chief Executive John Lee had said in his Policy Address that he plans to bring in non locally trained dentists and nurses as part of the administration's efforts to revamp the healthcare system.

And earlier, health secretary Lo Chung mau said the government is actively recruiting non locally trained dentists, noting that there are currently about 50 vacancies in the public dental sector.

Chan attributed the manpower shortage to a series of factors, explaining that one of the reasons is because many government dentists are fast approaching retirement age.

'Secondly, maybe the latest migration wave might also affect the situation now. The Covid pandemic may be also affecting their working hours and productivity.'

Chan noted that the government's proposal is an interim measure that would help alleviate the manpower crisis, but he stressed that boosting private dental services would be the most effective way.

By introducing the non locally trained dentists to provide service within the government sector, that can solve the acute demand within the government sector itself, he said. 

In the short term, the fastest way to solve the problem is to introduce the public private partnership model. 

Chan also said non locally trained dentists can be admitted to the public sector through limited registration, but they will need to pass a licencing examination if they want to practise in the private sector.";Radio Television Hong Kong
https://news.rthk.hk/rthk/en/component/k2/1674385-20221105.htm;2022-11-05 17:26:00; Families welcome reopening of barbecue pits All Local Greater China World News Finance Sport;" Families welcome reopening of barbecue pits Many families on Saturday have been out and about enjoying barbecue sites, which reopened following a two year ban. 

From Thursday, around 200 barbecue pits operated by the government are open to the public, as part of the SAR's latest easing of social distancing measures. 

At a barbecue site in Tai Po, a woman, surnamed Kwok, said she and her family were glad to get out and enjoy themselves. 

I didn't hesitate to come here, because we've been stuck at home for too long and we want to go out. There's a garden at home and we usually barbecue there, but we don't want to stay at home because we've been stuck there for too long. That's why we came here today, she said. 

Another barbecue user surnamed Law, meanwhile, told RTHK that the relaxation was a long time coming. 

We have been looking forward to this [the reopening] for so long. Since the pandemic began, we have been unable to enjoy many activities. Now that many of the venues are reopened, at least we find it less boring on holidays, he said.";Radio Television Hong Kong
https://news.rthk.hk/rthk/en/component/k2/1674383-20221105.htm;2022-11-05 17:24:00; HK reports 5,111 new Covid infections All Local Greater China World News Finance Sport;" The daily infection tally has been hovering around 5,000 in recent days. Image: Shutterstock Hong Kong on Saturday reported 5,111 new coronavirus infections, including 494 imported cases.

Eighteen patients with Covid have died.

The daily infection tally has been hovering around 5,000 in recent days, as the government gradually relaxes social distancing rules. 

The Centre for Health Protection urged people who have yet to receive vaccination, especially the elderly, chronic patients, children and those with low immunity, to get the jabs as soon as possible to reduce the risk of falling seriously ill and death should they get infected";Radio Television Hong Kong
https://news.rthk.hk/rthk/en/component/k2/1674357-20221105.htm;2022-11-05 12:18:00; Govt urged to lift more curbs on inbound travellers All Local Greater China World News Finance Sport;" Govt urged to lift more curbs on inbound travellers Representatives from the tourism and catering sectors on Saturday urged the government to get rid of the remaining restrictions on inbound travellers to attract more visitors to Hong Kong and boost their businesses. 

At present, inbound travellers are given an amber code on arrival which bans them from going to regulated premises for three days. On Friday, some spectators were turned away from the Hong Kong Rugby Sevens after displaying an amber code at the venue.

President of the Hong Kong Federation of Restaurants, Simon Wong, said most tourists wouldn't want to come to Hong Kong with these restrictions. 

'It causes a lot of inconvenience to tourists. When they come to Hong Kong, for the first three days, they are not allowed to go to restaurants or some areas indicated by the government. In this case, I don't see there's any urge for the tourists to come to Hong Kong with such restrictions,' he said. 

Tourism lawmaker Perry Yiu echoed Wong's views, calling the amber code system slightly out of date.

'I think it's not that reasonable that people can't get into museums with an amber code. They can enter offices and schools with amber codes, and they have to find a place to eat during work or school with amber codes   and they have to take off their masks,' he said. 

'But we don't have to take off masks when we're visiting museums. The tourist guides will also remind them to follow Covid restrictions. I don't believe these activities are high risk.'";Radio Television Hong Kong
https://news.rthk.hk/rthk/en/component/k2/1674355-20221105.htm;2022-11-05 12:03:00; 'Further easing possible if no rebound after Sevens' All Local Greater China World News Finance Sport;" 'Further easing possible if no rebound after Sevens' A medical expert said on Saturday that more Covid rules could be relaxed   such as allowing eating and drinking at social events and easing restrictions on inbound travellers   if the city's epidemic situation remains stable after this weekend's Rugby Sevens.

Professor David Hui, a government advisor on the pandemic, said he believed it's unlikely that coronavirus figures would rebound significantly.

For the Rugby Sevens, I think they have (the) vaccine pass, so people actually have to receive vaccination, and they have also performed the daily rapid antigen test to prove that they are negative,' he said. 

'So under this sort of controlled conditions, they are allowed to eat at certain designated place. If the rugby sevens does not lead to any rebound, there should be more social events going in the same direction, he said.

Hui reiterated the importance of boosting vaccine take up among the elderly and children, reminding parents that the baby and toddler BioNTech jabs have become available in Hong Kong.

He said as the city's vaccination rate increases, some restrictions imposed on inbound travelers such as the so called 'zero plus three' arrangements could be eased further. 

However, Hui noted that if the measures were relaxed too quickly, it might affect Hong Kong's discussions with the mainland on quarantine free travel across the border.";Radio Television Hong Kong
https://news.rthk.hk/rthk/en/component/k2/1674312-20221105.htm;2022-11-05 00:18:00; Baby and toddler BioNTech jabs arrive in Hong Kong All Local Greater China World News Finance Sport;" Government advisers say very young children require a dose of around a tenth of that given to adults. File photo: AFP The government on Friday said a batch of about 96,000 shots of the baby and toddler version of the BioNTech Covid vaccine had arrived in Hong Kong. Distributed here under the name Comirnaty, the vaccine is for children aged between six months and four years. 

Last month, the government signed off on the use of the toddler version of the mRNA vaccine, after taking into account the views of experts on a government appointed advisory panel. 

Previously the BioNTech shot had only been given to those aged five and above, while the Sinovac inactivated virus jab was made available for younger children in August. 

Government advisers had previously said that BioNTech was safe for infants, but that they would require a dose of around a tenth of that given to adults.";Radio Television Hong Kong
https://news.rthk.hk/rthk/en/component/k2/1674303-20221104.htm;2022-11-04 22:23:00; Man arrested in drone voyeurism case All Local Greater China World News Finance Sport;" A 26 year old man has been arrested on suspicion of using a drone to film people having sex. Image: Shutterstock Police on Friday arrested a 26 year old man on suspicion of using a drone to film people having sex, in what was said to be the first voyeurism case involving the use of the flying gadget. 

Officers said the drone contained more than 20 videos of victims getting intimate or exposing their private parts at night, adding that the machine's light had been covered up during the filming process. 

They noted that the footage were filmed outside homes and hotel rooms. Sources said they involve Conrad Hong Kong and JW Marriott in Admiralty, as well as Gloucester Luk Kwok in Wan Chai.

The force said the case came to light after the suspect's drone crashed in Central and was handed over to the police. 

Officers are now probing whether the videos had been leaked online.";Radio Television Hong Kong
https://news.rthk.hk/rthk/en/component/k2/1674277-20221104.htm;2022-11-04 17:59:00; HK logs 4,516 Covid cases All Local Greater China World News Finance Sport;" The city added 4,516 new Covid 19 cases. Image: Shutterstock Hong Kong reported 4,516 new coronavirus cases on Friday, including 356 imported infections. 

The daily tally was a drop from the 5,245 logged on Thursday.

Eleven more patients with Covid have died.
______________________________

USEFUL LINKS
General Covid 19 situation: https://www.coronavirus.gov.hk/eng/
Community Clinics for Covid 19 patients: https://bit.ly/3EiiczC
RAT reporting platform: https://www.chp.gov.hk/ratp/
Vaccination programme: https://www.covidvaccine.gov.hk/sen/
Vaccination pass scheme:https://www.coronavirus.gov.hk/eng/vaccine pass.html 
Hotline for Covid positive patients: 1836 115";Radio Television Hong Kong
https://news.rthk.hk/rthk/en/component/k2/1674267-20221104.htm;2022-11-04 16:54:00; Fans return for first HK Rugby Sevens in years All Local Greater China World News Finance Sport;" Fans return for first HK Rugby Sevens in years Excited fans on Friday made a return to the Hong Kong Rugby Sevens, with one saying the event shows the territory is on the up.

It's the first sevens tournament in Hong Kong after a three year hiatus because of the pandemic.

Most fans who spoke to RTHK said they were excited to attend an international tournament.

I'm very excited, because it means Hong Kong is back on the up, and we get to have more fun now, one said.

She added that it's a bit sad that there are fewer overseas spectators than usual and what makes the event special is that it provides a chance to meet people from around the world.

But organisers said fewer foreigners means more locals can enjoy the event.

Groups of schoolchildren said they had been given free tickets. 

A 16 year old student, Casey, was at the games for the first time. He said he was thankful for the experience.

Things said about Hong Kong in the past three years have been pretty negative, so this is a good chance to make ourselves more positive...for everybody around the world to know more about what's happening in Hong Kong, he told RTHK.

Another student, Sean, said he planned to do a lot of cheering.

It's like a once in a lifetime experience. It's something different, especially after all this Covid stuff, it's good to have events like this.

Spectators are required to use the LeaveHomeSafe app and vaccine pass for entry, and also have to show proof of a negative RAT result.

Meanwhile organisers said some 20,000 people were in the stadium by 5pm, including 6,000 schoolchildren.

The CEO of the Hong Kong Rugby Union, Robbie McRobbie, said according to his knowledge, nine spectators were turned away after displaying an amber code at the venue.

The amber code is given to people on arrival in Hong Kong and means they can't enter designated venues, including stadiums, during their three days of medical surveillance. A South African group had told media representatives that they'd been turned away.

The stadium rules and the Leisure and Cultural Services Department rules about not being able to enter sports premises on an amber code is very clear, McRobbie said.

At the same time, at the rugby union, we are still, broadly speaking, nice people. We are sympathetic. We have taken the details of those people and we will have a conversation with them after the event.";Radio Television Hong Kong
https://news.rthk.hk/rthk/en/component/k2/1674259-20221104.htm;2022-11-04 16:27:00; Wild animal feeding ban to be expanded from Dec 31 All Local Greater China World News Finance Sport;" Wild animal feeding ban to be expanded from Dec 31 Authorities on Friday said that a planned territory wide ban on feeding wild animals is to come into effect on December 31.

Currently, the Wild Animals Protection Ordinance only outlaws feeding animals at Lion Rock Country Park, Kam Shan Country Park, Shing Mun Country Park and parts of Tai Mo Shan Country Park and Tai Po Kau Nature Reserve.

But concerns about wild boars roaming around urban areas have prompted officials to expand the ban to the whole of Hong Kong.

To effectively control wild pig nuisance, apart from conducting capture and humane dispatch operations to reduce the number of wild pigs at nuisance sites, the government also needs to curb wild pig feeding activities, thereby reducing the incentives that attract wild pigs to linger in urban areas and near residential areas, said the Agriculture, Fisheries and Conservation Department.

The expansion of the ban has now been gazetted and the move will be put to Legco for negative vetting on November 9.";Radio Television Hong Kong
https://news.rthk.hk/rthk/en/component/k2/1674253-20221104.htm;2022-11-04 15:43:00; HK is full of vibrancy, opportunities: CE All Local Greater China World News Finance Sport;" HK is full of vibrancy, opportunities: CE Chief Executive John Lee on Friday said Hong Kong is full of opportunities, adding that a gradual easing of anti epidemic rules is set to bring even more vibrancy to the SAR.

Speaking at a forum, John Lee hailed the success of the Global Financial Leaders' Investment Summit, which welcomed around 200 top bankers and financiers earlier this week. 

The CE also cited the return of the Hong Kong Sevens as another key example of the city's return to the international stage. 

'Different events will be happening one after the other. Coupled with the gradual relaxation of social distancing measures under proper risk management, Hong Kong will continue to have more vitality and vibrancy,' Lee said. 

'Hong Kong has unlimited opportunities [in the post Covid era], because the coronavirus did not and cannot change Hong Kong's DNA. Hong Kong has always had numerous advantages.' 

Lee stressed Hong Kong is best positioned for success, as it has the strongest backing from the nation, as well as safeguards for long term prosperity and stability from the One Country, Two Systems principle.";Radio Television Hong Kong
https://news.rthk.hk/rthk/en/component/k2/1674241-20221104.htm;2022-11-04 14:52:00; HK's future generations may face cigarette ban: COSH All Local Greater China World News Finance Sport;" HK's future generations may face cigarette ban: COSH The Hong Kong Council on Smoking and Health (COSH) said on Friday that the Health Bureau is considering banning anyone born after 2008 from buying cigarettes in their lifetime.

The council said it is pushing the idea, noting that New Zealand is planning the same move in a bid to eventually phase out smoking in the country.

'Tobacco products are really harmful to everyone. We really hope the youngsters won't join the smokers,' said COSH chairman, Henry Tong.

But lawmaker Peter Shiu, who represents the wholesale and retail sector, said the idea is extreme and would demonise smokers, adding that adults should have the right to choose whether to smoke or not.

He also rejected a suggestion by COSH for a tax on tobacco to be doubled, saying this would hurt grassroots smokers. 

The Health Bureau said it is still working on an anti smoking strategy and a consultation exercise will be held at the beginning of next year.";Radio Television Hong Kong
https://news.rthk.hk/rthk/en/component/k2/1674231-20221104.htm;2022-11-04 13:10:00; Rugby Sevens a Covid test for HK: Regina Ip All Local Greater China World News Finance Sport;" Regina Ip says the Rugby Sevens can serve as a test to see whether Covid measures can be relaxed in Hong Kong. File photo: RTHK Executive Council convenor Regina Ip on Friday said officials should consider relaxing Covid measures if there isn't a big increase in infection numbers after this weekend's Rugby Sevens.

At a forum, Ip said the tournament will be a test for the SAR, as many spectators will be eating and drinking at the venue.

If we are able to pass this challenge of the Rugby Sevens tournament, with 26,000 spectators at the three day event and bars operating until very late... if case numbers don't show a huge increase, I believe Hong Kong can further open up conditionally, Ip said.

Meanwhile, a Chinese University of Hong Kong (CUHK) survey suggests most people in Hong Kong want the government to relax anti epidemic measures.

Almost 70 percent of some 700 people interviewed by phone in September and October said they would like to see Covid rules eased, with 20 percent saying the current measures should remain in place and about five percent hoping for even stricter rules.

The CUHK researchers said there is a significant increase in the percentage of people supporting the idea of a relaxation of pandemic measures compared to a similar survey carried out in the same period last year.";Radio Television Hong Kong
https://news.rthk.hk/rthk/en/component/k2/1674217-20221104.htm;2022-11-04 11:34:00; Otto Poon company to be fined in antitrust suit All Local Greater China World News Finance Sport;" Otto Poon's ATAL Building Services Engineering had been under investigation over a suspected air conditioning work cartel. File photo: RTHK A company owned by the husband of former justice secretary Teresa Cheng is facing a fine of tens of millions of dollars after it admitted violating antitrust laws. 

The Competition Commission said on Friday that it had been investigating Otto Poon's ATAL Building Services Engineering over a suspected air conditioning works cartel. 

The commission has proposed a HK$150 million fine, which is subject to approval by the Competition Tribunal.

The watchdog said the company and its parent firm, Analogue Holdings, have pledged full assistance with its probe.

The cooperation agreements entered into with several respondents in the case represent significant developments in the commission's investigation into the multi year air conditioning services cartels, said the commission's CEO, Rasul Butt, in a statement. 

Analogue Holdings, meanwhile, said in a stock exchange filing that it will not be named as a party in the suit. 

It said the company's board decided that it was in the interests of the firm and shareholders to sign an agreement with the competition watchdog.

_____________________________
Last updated: 2022 11 04 HKT 12:46";Radio Television Hong Kong
https://news.rthk.hk/rthk/en/component/k2/1674163-20221104.htm;2022-11-04 00:10:00; Summit ends with HKMA promising another next year All Local Greater China World News Finance Sport;" Summit ends with HKMA promising another next year The Hong Kong Monetary Authority (HKMA) has wrapped up the Global Financial Leaders' Investment Summit, saying it's been so successful there will be another one next year.

In view of the success of the summit, we plan to host the summit again next year, also to coincide with the 30th anniversary of the establishment of the HKMA, said Eddie Yue, the authority's chief executive.

The three day event, held mainly at the Four Seasons hotel in Central, was an initiative announced by the Financial Secretary, Paul Chan, in his budget. Its goal was to showcase Hong Kong as an international financial centre, as it started to emerge from the Covid pandemic.

The summit began on Tuesday with a dinner at M+, the SAR's museum of visual culture. The following day there were speeches, panel discussions, and what was described as a fireside chat. It officially officially ended on Thursday with a programme of Conversations with Global Investors, co hosted by the Hong Kong Academy of Finance. 

The Monetary Authority said the summit welcomed over 200 international and regional leaders from around 120 global financial institutions including banks, securities firms, asset managers, sovereign wealth funds, private equity and venture capital firms, hedge funds, and insurers. 

It said more than 40 of these institutions were represented by group chairs or chief executive officers.";Radio Television Hong Kong
https://news.rthk.hk/rthk/en/component/k2/1674124-20221103.htm;2022-11-03 18:46:00; Glass bottle levy to take effect next year All Local Greater China World News Finance Sport;" The government says the scheme will come into effect in the second quarter of next year. Image: Shutterstock The Legislative Council on Thursday passed a motion to introduce a charging scheme for glass beverage containers in Hong Kong. 

The scheme, which will take effect in the second quarter of next year, is aimed at encouraging bottle suppliers to do more to recycle their containers. 

Under the arrangement, glass beverage bottle importers and suppliers are required to pay a HK$0.98 levy for every one liter bottle they distribute in the city. 

The environment and ecology minister, Tse Chin wan, said the scheme is in line with the city's 'polluter pays' principle, and called it a step forward in environmental protection.

He noted that two glass management companies have already been providing waste glass container collection and treatment services across the territory.

Under the new scheme, bottle importers and suppliers are required to register with the Environmental Protection Department at the start of next year. 

Tse said exemptions will be provided for registered firms which have in place a recovery and reuse arrangement for their beverage bottles. However, they will have to pay an application fee of HK$9,250.

Environmental group Green Earth said officials should also do more to encourage consumers to recycle their bottles. 

The government can introduce a deposit and return system, so that when a consumer buys a bottle of wine, you pay a deposit, then the consumer will try to find ways to return the bottle, the group's founder, Edwin Lau, told RTHK.

DAB lawmaker Elizabeth Quat supported the new charging system, saying she hopes its implementation can improve Hong Kong's overall recycling network.";Radio Television Hong Kong
https://news.rthk.hk/rthk/en/component/k2/1674119-20221103.htm;2022-11-03 18:01:00; HK records 5,245 new Covid infections, 10 deaths All Local Greater China World News Finance Sport;" HK records 5,245 new Covid infections, 10 deaths Hong Kong on Thursday added 5,245 new infections, including 416 imported cases. 

Health officials also announced that another 10 people with Covid have died.

At a press conference, Undersecretary for Health Libby Lee said the government will keep social distancing rules in place for the time being.

Lee said a baby version of the BioNTech vaccine is being delivered to Hong Kong and could be available next week for children aged between six months and five years.
______________________________

USEFUL LINKS
General Covid 19 situation: https://www.coronavirus.gov.hk/eng/
Community Clinics for Covid 19 patients: https://bit.ly/3EiiczC
RAT reporting platform: https://www.chp.gov.hk/ratp/
Vaccination programme: https://www.covidvaccine.gov.hk/sen/
Vaccination pass scheme:https://www.coronavirus.gov.hk/eng/vaccine pass.html 
Hotline for Covid positive patients: 1836 115";Radio Television Hong Kong
https://news.rthk.hk/rthk/en/component/k2/1674100-20221103.htm;2022-11-03 15:23:00; Cause of melioidosis outbreak still unknown: experts All Local Greater China World News Finance Sport;" Cause of melioidosis outbreak still unknown: experts Health experts on Thursday said more than 30 soil samples collected from service reservoirs in Sham Shui Po tested positive for a bacterium that causes melioidosis, but they have still been unable to determine what caused an outbreak in the area. 

The Centre for Health Protection and the University of Hong Kong (HKU) made the conclusion as they wrapped up an epidemiology investigation in Sham Shui Po, following the emergence of a spate of melioidosis infections. 

They found that 38 of the 471 environmental specimens collected in Sham Shui Po contained traces of Burkholderia pseudomallei – a bacterium which causes melioidosis – 32 of which were extracted from the soil in service reservoirs. 

Among the 32 positive soil samples from the service reservoirs... four have undergone genome sequencing. It was found that the genes of these four soil samples are very similar to that of the patients of the Sham Shui Po cluster. We believe there may be a connection, Albert Au from the Centre for Health Protection said, noting however that experts have yet to ascertain the cause of the outbreak.

Au said the government is amending legislation to list melioidosis as a statutory notifiable infectious disease, which will require doctors to report both suspected and confirmed cases. 

Speaking at the same press conference, HKU top microbiologist Yuen Kwok yung said global warming may be to blame for an increase in cases. 

We believe it's related to global warming. Under global warming, the amount of the bacterium in the soil will increase. And this kind of bacterium can survive both low and high temperatures. So we have grounds to believe that with the temperature rising globally, the risk of melioidosis infections will be increased, along with the amount of bacterium in the soil, he said. 

Yuen advised Sham Shui Po residents not to use tap water that comes out within the first minute for showering, washing their face or brushing their teeth.

Melioidosis is transmitted through contact with contaminated soil or surface water, though human to human and person to person transmission is rare. 

A total of 34 cases of melioidosis have been reported in Hong Kong so far this year – 20 of them from Sham Shui Po.";Radio Television Hong Kong
https://news.rthk.hk/rthk/en/component/k2/1674101-20221103.htm;2022-11-03 15:11:00; Local banks raise interest rates after latest US hike All Local Greater China World News Finance Sport;" HSBC's best lending rate will go up to 5.375 per cent. File photo: RTHK Leading local banks HSBC, Hang Seng, Standard Chartered and Bank of China (Hong Kong) on Thursday announced higher interest rates after the latest rate hike by the US Federal Reserve.

HSBC announced a second interest rate increase in more than a month and this time by a larger margin. From Friday, the bank's Hong Kong dollar best lending rate will go up by 25 basis points to 5.375 percent. It was raised by 12.5 basis points in late September. 

Meanwhile, the bank will raise its savings rate for its Hong Kong dollar deposits by 25 basis points. It went up by 12.4 basis points, also in late September.

'The one month and three month Hong Kong Interbank Offered Rates (Hibor) have continued to increase by more than 59 and 152 basis points since we raised our HK dollar best lending rate in September. In deciding the level of adjustment today, we have assessed the implications of recent economic reports, affordability for borrowers, and interest to depositors, said Luanne Lim, chief executive of HSBC Hong Kong.

Hang Seng Bank announced similar rate increases. From Friday, its prime lending rate will go up by 25 basis points to 5.375 percent and its savings rate will be raised by 25 basis points.

Higher rates will take effect at Standard Chartered from Monday. Its prime lending rate will go up by 25 basis points to 5.625 percent, and its savings rate will be raised by 12.5 basis points to 0.375 percent.

Also from Monday, the prime lending rate at Bank of China (Hong Kong) will be raised by 25 basis points to 5.375 percent, and its savings rate will go up by 25 basis points to 0.375 percent.

Meanwhile, the Hong Kong Monetary Authority (HKMA) on Thursday raised its base rate by 75 basis points to 4.25 percent with immediate effect according to a pre set formula, in the wake of the US rate hike by a similar margin.

The HKMA also warned the public about rising borrowing costs here.

Many banks have already raised their saving and lending rates, including the prime rates and the interest rate cap for newly approved mortgage loans. The public should be prepared for the commercial interest rates to rise further, and carefully assess and manage the relevant risks when making property purchase, mortgage or other borrowing decisions, HKMA chief executive Eddie Yue said in a statement.

He also said it's normal for the Hong Kong dollar exchange rate to remain weak as the interest rate differentials between the local currency and the greenback widen.

Financial Secretary Paul Chan said continuous US rate hikes will hit demand for Hong Kong exports.

But he played down concerns about the city's economic growth after advance government estimates showed GDP shrank 4.5 per cent in the July September quarter from a year ago.

The economic situation has been challenging. But if we are able to put Covid 19 under control... if we are able to continue to have travellings between Hong Kong and the rest of the world, that will provide added impetus to our economic growth, said Chan.

The financial secretary also said a recent correction in property prices was expected and that there was no need to ease existing government curbs.
_____________________________
Last updated: 2022 11 03 HKT 18:22";Radio Television Hong Kong
https://news.rthk.hk/rthk/en/component/k2/1674085-20221103.htm;2022-11-03 13:39:00; Covid hit Paul Chan denies getting special treatment All Local Greater China World News Finance Sport;" Covid hit Paul Chan denies getting special treatment Financial Secretary Paul Chan on Thursday rejected the idea that he has been given special treatment, after attending a bankers' summit despite testing positive for Covid.

The government said Chan contracted the coronavirus in Saudi Arabia last week and tested positive via a PCR test after flying back to Hong Kong on Tuesday.

The next day, he attended the Global Financial Leaders' Investment Summit held by the Monetary Authority, with health officials explaining that Chan did not need to be put in isolation as he had recently recovered from Covid and had a low viral load. 

The health authorities looked at my PCR test result, took into consideration the details of my health declaration, also took into consideration the fact that I did not have any symptoms on arrival, Chan told reporters on the sidelines of the summit.

He said other people arriving in the territory after earlier infections have also been allowed to skip isolation.

The treatment I have been given was the same as anyone, there is no particular privilege at all, said Chan. 

The minister also explained why he did not wear a face mask when delivering speeches at the summit.

He said the stage was a good distance from the audience and he had worn a mask at other times.";Radio Television Hong Kong
https://news.rthk.hk/rthk/en/component/k2/1674079-20221103.htm;2022-11-03 13:14:00; Court throws out challenge to jab exemption law All Local Greater China World News Finance Sport;" Kwok Cheuk kin said the health chief should not be given the power to invalidate vaccine exemption certificates, but the court disagreed. File photo: RTHK The High Court on Thursday rejected an attempt to challenge the government's amendment of the law to empower it to invalidate vaccine exemptions. 

The legal amendment was made last month, just days after Justice Russel Coleman ruled that the Prevention and Control of Disease Regulation, in its original form, did not give the Health Secretary the power to void over 20,000 Covid vaccine exemption certificates issued by seven doctors who were suspected of giving them out without properly examining the patients. 

That case was mounted by local resident, Kwok Cheuk kin, who's known as 'the king of judicial reviews' for the number of legal challenges he made against the authorities. 

Subsequent to the law change, Kwok made a new application for a judicial review, suggesting the legal amendment is unlawful as there's no mechanism for affected patients to appeal their invalidated exemption.

Kwok added that the law should not empower the health chief to void exemptions, as there's no guarantee that future health secretaries have the medical expertise to make the decision. 

This application was also handled by Coleman, who noted in a written judgment on Thursday that doctors who had their certificates invalidated can challenge the decision by way of written representations, and the government has offered clinical assessment for affected patients to determine whether he or she is unsuitable for vaccination.

The judge also said he doesn't think someone must be a doctor to have the power to invalidate exemption certificates, noting the secretary 'can, of course, be properly advised'. 

In his ruling, Coleman also said the government's decision to amend the law instead of appealing against his previous ruling was 'an example of the rule of law in action in Hong Kong'.";Radio Television Hong Kong
